"name","key_mlbam","key_bbref"
"Hisashi Iwakuma",547874,"iwakuhi01"
"Kyle Ryan",594986,"ryanky01"
"Marcus Hatley",502281,"hatlema01"
"Dan Uggla",462564,"ugglada01"
"Dylan Cozens",622226,"cozendy01"
"Vicente Campos",553883,"campovi01"
"Brian O'Grady",657434,"ogradbr01"
"Trevor Cahill",502239,"cahiltr01"
"Gerson Bautista",639373,"bautige01"
"Jack López",605346,"lopezja03"
"Clint Barmes",425549,"barmecl01"
"Hunter Pence",452254,"pencehu01"
"Delino DeShields",592261,"deshide02"
"P. J. Conlon",664869,"conlopj01"
"Carlos Corporán",449786,"corpoca01"
"José Fernández",605228,"fernajo02"
"Chris Heston",518790,"hestoch01"
"Ubaldo Jiménez",434622,"jimenub01"
"Aaron Barrett",502578,"barreaa01"
"B. J. Upton",425834,"uptonbj01"
"Casey McGehee",431171,"mcgehca01"
"José Váldez",572308,"valdejo03"
"Richard Lovelady",663992,"lovelri01"
"Nate Orf",644337,"orfna01"
"Kevin Frandsen",435623,"frandke01"
"Brad Brach",542960,"brachbr01"
"Greg Bird",595885,"birdgr01"
"Sean Nolin",543594,"nolinse01"
"Bryan Anderson",457762,"anderbr05"
"Steve Geltz",544993,"geltzst01"
"Domingo Leyba",642736,"leybado01"
"Kelvin Herrera",516969,"herreke01"
"Michael Kirkman",457779,"kirkmmi01"
"Efren Navarro",519068,"navaref01"
"Sean O'Sullivan",457711,"osullse01"
"Jake Newberry",623470,"newbeja01"
"Donnie Hart",643354,"hartdo01"
"Rocky Gale",502570,"galero01"
"Christian Bergman",548357,"bergmch01"
"Enderson Franco",575070,"francen01"
"Tyler Collins",607385,"collity01"
"Kyle Lobstein",543456,"lobstky01"
"Doug Bernier",448674,"bernido01"
"Luke Jackson",592426,"jackslu01"
"Fernando Rodney",407845,"rodnefe01"
"Rafael Lopez",607257,"lopezra02"
"Kyle Seager",572122,"seageky01"
"Todd Cunningham",592239,"cunnito01"
"Tyler Wagner",621281,"wagnety01"
"Josh Lindblom",458676,"lindbjo01"
"Derek Dietrich",518618,"dietrde01"
"Carlos Martinez",593372,"martica04"
"Joaquín Benoit",276542,"benoijo01"
"Joe Wieland",543921,"wielajo01"
"Brandon Cunniff",594792,"cunnibr02"
"Gabriel Ynoa",593679,"ynoaga01"
"Ryan Carpenter",543001,"carpery01"
"Adam Jones",430945,"jonesad01"
"Alex Avila",488671,"avilaal01"
"Michael Kohn",543409,"kohnmi01"
"Kendry Flores",572309,"floreke01"
"Sam Dyson",473879,"dysonsa01"
"James Bourque",630263,"bourqja01"
"Kyle Lohse",346798,"lohseky01"
"Jaime Schultz",621289,"schulja02"
"Tim Adleman",534947,"adlemti01"
"Austin Jackson",457706,"jacksau01"
"Ian Krol",571871,"krolia01"
"Ariel Peña",516414,"penaar01"
"Dale Thayer",445612,"thayeda01"
"Xavier Cedeño",458584,"cedenxa01"
"Dustin Molleken",451783,"molledu01"
"Roel Ramírez",641995,"ramirro02"
"Pat Dean",534737,"deanpa02"
"Starlin Castro",516770,"castrst01"
"Luis Oviedo",665854,"oviedlu01"
"Chad Qualls",430589,"quallch01"
"Josh Lucas",572998,"lucasjo02"
"Matt West",519411,"westma03"
"Braden Shipley",640463,"shiplbr01"
"Julian Fernández",642759,"fernaju02"
"JaCoby Jones",592444,"jonesja07"
"Chandler Shepherd",605469,"shephch01"
"Cam Hill",657611,"hillca02"
"Brayan Peña",430910,"penabr01"
"Dakota Bacus",621290,"bacusda01"
"Alex Wilson",543935,"wilsoal01"
"Tim Cooney",608641,"cooneti01"
"David Dahl",621311,"dahlda01"
"Hector Velázquez",584171,"velazhe01"
"Melky Cabrera",466320,"cabreme01"
"Bobby Poyner",596074,"poynebo01"
"Parker Bridwell",592170,"bridwpa01"
"Tyler Goeddel",595963,"goeddty01"
"Tyler Payne",665066,"paynety01"
"Dustin Pedroia",456030,"pedrodu01"
"James Russell",460701,"russeja02"
"Pete Kozma",518902,"kozmape01"
"Huston Street",434718,"streehu01"
"Jake Barrett",545332,"barreja01"
"Rickie Weeks",430001,"weeksri01"
"Dillon Gee",518716,"geedi01"
"Peter Moylan",493247,"moylape01"
"Scott Carroll",453222,"carrosc02"
"Tim Federowicz",543148,"federti01"
"Rosell Herrera",594011,"herrero02"
"Mike Morse",434604,"morsemi01"
"Williams Jerez",605301,"jerezwi01"
"Jim Johnson",462382,"johnsji04"
"Enny Romero",544836,"romeren01"
"Nolan Reimold",460099,"reimono01"
"Jason Grilli",276351,"grillja01"
"Travis Wood",475243,"woodtr01"
"Danny Espinosa",457787,"espinda01"
"Buster Posey",457763,"poseybu01"
"Tyler Sturdevant",573188,"sturdty01"
"Neil Walker",435522,"walkene01"
"Ryan Dull",623430,"dullry01"
"Adam Warren",476589,"warread01"
"Peter Lambert",663567,"lambepe01"
"Adam Lind",452252,"lindad01"
"Ryne Harper",607560,"harpery01"
"Chase Headley",452104,"headlch01"
"Paulo Orlando",449181,"orlanpa01"
"Jakson Reetz",656883,"reetzja01"
"Derek Norris",519083,"norride01"
"Nathan Adcock",502264,"adcocna01"
"Rafael Betancourt",429783,"betanra01"
"Jeff Bianchi",488703,"biancje01"
"Bobby LaFromboise",489039,"lafrobo01"
"A. J. Ellis",454560,"ellisaj01"
"Mac Williamson",607776,"willima11"
"Mike Wright",605541,"wrighmi01"
"Nick Allgeyer",680430,"allgeni01"
"Tyler Cravy",572788,"cravyty01"
"Héctor Gómez",467143,"gomezhe01"
"Jake Noll",669738,"nollja01"
"José Briceño",593993,"bricejo01"
"Wandy Rodriguez",434643,"rodriwa01"
"Danny Santana",542454,"santada01"
"Arismendy Alcántara",570489,"alcanar01"
"Tyler Skaggs",572140,"skaggty01"
"Tommy Layne",518927,"layneto01"
"Breyvic Valera",591971,"valerbr01"
"Cody Decker",572804,"deckeco01"
"Elvis Araujo",542587,"araujel01"
"Bobby Wahl",592833,"wahlbo01"
"Mike Foltynewicz",592314,"foltymi01"
"Steve Pearce",456665,"pearcst01"
"Robert Andino",435180,"andinro01"
"Ian Miller",641878,"milleia01"
"Sam Tuivailala",592815,"tuivasa01"
"Zach Duke",435043,"dukeza01"
"Justin Smoak",475253,"smoakju01"
"Ben Rortvedt",666163,"rortvbe01"
"Junichi Tazawa",547749,"tazawju01"
"Sam Fuld",453539,"fuldsa01"
"Torii Hunter",116338,"hunteto01"
"Allen Webster",543903,"webstal01"
"Gio Gonzalez",461829,"gonzagi01"
"Nevin Ashley",502213,"ashlene01"
"Sam Travis",607752,"travisa01"
"Will Venable",461416,"venabwi01"
"Steve Hathaway",643355,"hathast01"
"Tim Lincecum",453311,"linceti01"
"Brett de Geus",676969,"degeubr01"
"Phil Klein",607309,"kleinph01"
"Matt Wotherspoon",642226,"wothema01"
"Cody Stanley",592774,"stanlco01"
"José Pirela",517369,"pireljo01"
"Robert Whalen",547007,"whalero01"
"James Jones",571825,"jonesja06"
"Artie Lewicki",592499,"lewicar01"
"Joe Nathan",150274,"nathajo01"
"Gavin Floyd",425856,"floydga01"
"Dustin McGowan",430661,"mcgowdu01"
"Renato Núñez",600524,"nunezre01"
"Arcenio Leon",455376,"leonar02"
"Nate Karns",501992,"karnsna01"
"Yohander Méndez",622795,"mendeyo01"
"Jhan Mariñez",501697,"marinjh01"
"Russell Martin",431145,"martiru01"
"Jake Smith",607727,"smithja06"
"Trent Giambrone",623508,"giambtr01"
"Brent Morel",543569,"morelbr01"
"Will Middlebrooks",519025,"middlwi01"
"Ashur Tolliver",572208,"tollias01"
"Juan Perez",543633,"perezju02"
"Onelki García",607162,"garcion01"
"Logan Verrett",548337,"verrelo01"
"Kevin Siegrist",543779,"siegrke01"
"Matt Kemp",461314,"kempma01"
"Aaron Northcraft",573062,"northaa01"
"Joey Rickard",572073,"rickajo01"
"Justin Morneau",408047,"morneju01"
"Joe McCarthy",663411,"mccarjo04"
"Colton Murray",605396,"murraco02"
"Leonel Campos",599998,"campole01"
"Ezequiel Carrera",485567,"carreez01"
"Lisalverto Bonilla",570810,"bonilli01"
"Jesmuel Valentín",621044,"valenje01"
"Alfredo Simon",430580,"simonal01"
"Jorge Guzman",660422,"guzmajo04"
"David Wright",431151,"wrighda03"
"Dillon Overton",592614,"overtdi01"
"Orlando Calixte",593525,"calixor01"
"Enrique Burgos",542609,"burgoen02"
"Rio Ruiz",547004,"ruizri01"
"Héctor Sánchez",516949,"sanchhe01"
"Tony Cruz",488810,"cruzto03"
"Joba Chamberlain",501955,"chambjo03"
"Travis Tartamella",502023,"tartatr01"
"Conor Gillaspie",543216,"gillaco01"
"David Holmberg",571787,"holmbda01"
"Luis Jimenez",499864,"jimenlu02"
"Rafael Dolis",503569,"dolisra01"
"Moisés Sierra",501213,"sierrmo01"
"Cheslor Cuthbert",596144,"cuthbch01"
"Matt Dominguez",518625,"dominma01"
"Codi Heuer",676051,"heuerco01"
"Denard Span",452655,"spande01"
"Alec Asher",594742,"asheral01"
"Ben Lively",594902,"livelbe01"
"Roman Mendez",542669,"mendero01"
"Hector Noesí",456051,"noesihe01"
"Patrick Weigel",622256,"weigepa01"
"Carlos Ruiz",434563,"ruizca01"
"Edwin Jackson",429719,"jacksed01"
"Jack Kruger",667674,"krugeja01"
"Brandon Snyder",474319,"snydebr03"
"Jedd Gyorko",576397,"gyorkje01"
"Trevor Plouffe",461858,"plouftr01"
"David Carpenter",518526,"carpeda02"
"Brian Miller",675649,"millebr03"
"Edgar Santana",650828,"santaed01"
"Mike Freeman",502273,"freemmi01"
"Zac Rosscup",573127,"rosscza01"
"Steve Selsky",592731,"selskst01"
"Wilmer Font",521655,"fontwi01"
"Matt McBride",473724,"mcbrima02"
"Casey Janssen",445163,"janssca01"
"Reymin Guduan",594056,"guduare01"
"Mike Morin",573046,"morinmi01"
"Jared Hoying",592419,"hoyinja01"
"David Goforth",592341,"goforda01"
"Franklin Gutierrez",429711,"gutiefr01"
"Angel Sánchez",605795,"sanchan03"
"Jason Marquis",150302,"marquja01"
"Sugar Ray Marimon",516970,"marimsu01"
"César Vargas",570714,"vargace01"
"Corey Hart",430611,"hartco01"
"James Hoyt",624586,"hoytja01"
"David Paulino",600944,"paulida01"
"Rob Kaminsky",641739,"kaminro01"
"A. J. Achter",592091,"achteaj01"
"Joseph Odom",641929,"odomjo01"
"Demarcus Evans",663770,"evansde01"
"T. J. Rivera",608061,"rivertj01"
"Manny Parra",448159,"parrama01"
"Jimmy Rollins",276519,"rolliji01"
"Adam Loewen",429400,"loewead01"
"Sammy Solís",519301,"solissa01"
"A. J. Schugel",519263,"schugaj01"
"Jake Brigham",502010,"brighja01"
"Wei-Chieh Huang",658791,"huangwe01"
"Akeem Bostick",641384,"bostiak01"
"Sean Burnett",430634,"burnese01"
"Felix Doubront",467094,"doubrfe01"
"Eric Surkamp",474668,"surkaer01"
"Eric Hanhold",621098,"hanhoer01"
"Daniel Webb",543900,"webbda01"
"José Fernández",628336,"fernajo03"
"Cody Carroll",606944,"carroco01"
"Jeff Baker",425557,"bakerje03"
"Isan Díaz",656371,"diazis01"
"Jorge De La Rosa",407822,"rosajo01"
"Tom Koehler",543408,"koehlto01"
"Jamie Callahan",621094,"callaja01"
"Ricardo Rodríguez",600965,"rodriri04"
"Cody Reed",642003,"reedco01"
"Pedro Strop",467008,"stroppe01"
"Charlie Barnes",656212,"barnech01"
"Matt Carasiti",571539,"carasma01"
"Shun Yamaguchi",685493,"yamagsh01"
"Jordan Schafer",457788,"schafjo02"
"Vinnie Pestano",502260,"pestavi01"
"Jake Latz",656641,"latzja01"
"Kazuhisa Makita",628318,"makitka01"
"Ryan Cook",475857,"cookry01"
"Michael Conforto",624424,"confomi01"
"Steven Wright",453214,"wrighst01"
"Jay Bruce",457803,"bruceja01"
"Ryan Braun",460075,"braunry02"
"Julio Borbon",474865,"borboju01"
"Yohel Pozo",650968,"pozoyo01"
"Ryder Jones",624507,"jonesry01"
"Justin Haley",595234,"haleyju01"
"Josmil Pinto",500887,"pintojo01"
"Pedro Araújo",606478,"araujpe01"
"Trey Amburgey",664011,"amburtr01"
"Perci Garner",592330,"garnepe01"
"Rajai Davis",434658,"davisra01"
"Preston Tucker",605512,"tuckepr01"
"Ryan Mattheus",458919,"matthry01"
"Micah Johnson",608672,"johnsmi04"
"Nick Margevicius",676606,"margeni01"
"Ryan Rua",607387,"ruary01"
"Kelvin Marte",517629,"marteke02"
"Stefan Crichton",592233,"crichst01"
"Jon Moscot",621209,"moscojo01"
"Jayson Werth",150029,"werthja01"
"Jeff Francis",433585,"francje01"
"Wes Benjamin",605138,"benjawe01"
"Murphy Smith",573166,"smithmu01"
"David Hess",605276,"hessda01"
"Tyler Webb",643778,"webbty01"
"Diego Moreno",514981,"morendi01"
"Jeff Francoeur",425796,"francje02"
"Pedro Florimón",465753,"floripe01"
"Gabriel Guerrero",602115,"guerrga01"
"José Rondon",602922,"rondojo02"
"Brennan Boesch",453269,"boescbr01"
"Alberto Rosario",451705,"rosaral01"
"Glen Perkins",450282,"perkigl01"
"Joakim Soria",465657,"soriajo01"
"Chris Rowley",635903,"rowlech01"
"Lewis Thorpe",626929,"thorple01"
"Tim Stauffer",431162,"staufti01"
"Chris Smith",434672,"smithch08"
"Braxton Lee",657658,"leebr01"
"Brendan Ryan",453895,"ryanbr01"
"Rey Fuentes",571681,"fuentre01"
"Frank Garces",571057,"garcefr01"
"Quintin Berry",450641,"berryqu01"
"Grant Dayton",594795,"daytogr01"
"Steve Johnson",489002,"johnsst02"
"Andy Wilkins",519421,"wilkian01"
"Eric Campbell",493472,"campber01"
"Mike Kickham",592464,"kickhmi01"
"Zach Lee",545346,"leeza01"
"Tsuyoshi Wada",493159,"wadats01"
"Tejay Antone",622088,"antonte01"
"Joey Lucchesi",664192,"lucchjo01"
"Jorge Rondon",504083,"rondojo01"
"Sean Guenther",674944,"guentse01"
"Andrew McKirahan",605374,"mckiran01"
"Jeff Beliveau",542924,"belivje01"
"Derek Fisher",605233,"fishede01"
"Alberto Callaspo",430948,"callaal01"
"William Cuevas",571035,"cuevawi01"
"Jacob Lindgren",605338,"lindgja01"
"Darwin Barney",446381,"barneda01"
"Mike Soroka",647336,"sorokmi01"
"Seunghwan Oh",493200,"ohse01"
"Buddy Carlyle",234194,"carlybu01"
"Thomas Field",474494,"fieldth01"
"Kyle Crockett",641490,"crockky01"
"Jake Arrieta",453562,"arrieja01"
"Yefry Ramírez",606162,"ramirye01"
"Brian Ellington",623395,"ellinbr02"
"Grady Sizemore",429713,"sizemgr01"
"Jesse Hahn",534910,"hahnje01"
"Bobby Wilson",435064,"wilsobo02"
"Colin Rea",607067,"reaco01"
"Matthew Bowman",621199,"bowmama01"
"Aaron Laffey",444836,"laffeaa01"
"Brandon McCarthy",435221,"mccarbr01"
"Erick Aybar",430947,"aybarer01"
"Mike Leake",502190,"leakemi01"
"Justin Shafer",596101,"shafeju01"
"Matt Szczur",519333,"szczuma01"
"Thomas Eshelman",664045,"eshelto01"
"Jacob May",594576,"mayja02"
"Randy Dobnak",677976,"dobnara01"
"Dan Camarena",547176,"camarda01"
"Matt Harvey",518774,"harvema01"
"Brian Dozier",572821,"doziebr01"
"Sam Freeman",518693,"freemsa01"
"Colby Rasmus",458675,"rasmuco01"
"Tanner Scheppers",489294,"schepta01"
"Barrett Astin",592120,"astinba01"
"Asdrúbal Cabrera",452678,"cabreas01"
"Brooks Brown",453156,"brownbr02"
"Casey Kelly",543391,"kellyca01"
"Beau Burrows",663366,"burrobe01"
"Casey Fien",502272,"fienca01"
"Phillip Evans",595943,"evansph01"
"Yoshihisa Hirano",673633,"hiranyo01"
"Tom Gorzelanny",452733,"gorzeto01"
"Josh Collmenter",518567,"collmjo01"
"Jake Bauers",641343,"bauerja01"
"Kyle Keller",664918,"kelleky01"
"Stolmy Pimentel",516935,"pimenst01"
"Eury Pérez",516811,"perezeu01"
"Chris Herrmann",543302,"herrmch01"
"Jerry Vasto",657786,"vastoje01"
"Matt Shoemaker",533167,"shoemma01"
"Ryan Howard",429667,"howarry01"
"Brett Anderson",474463,"anderbr04"
"Brandon Cumpton",592238,"cumptbr01"
"Glenn Sparkman",642098,"sparkgl01"
"Danny Valencia",502143,"valenda01"
"Gonzalez Germen",542674,"germego01"
"Drew Stubbs",453211,"stubbdr01"
"Aaron Thompson",457744,"thompaa01"
"Christian Friedrich",543184,"friedch01"
"Kwang Hyun Kim",547942,"kimkw01"
"Tanner Roark",543699,"roarkta01"
"Hyun Soo Kim",547957,"kimhy01"
"Robinson Leyer",622490,"leyerro01"
"Nick Buss",502544,"bussni01"
"Randy Rosario",600968,"rosarra01"
"Webster Rivas",593590,"rivaswe01"
"Blake Swihart",596119,"swihabl01"
"Scott Blewett",656240,"blewesc01"
"George Kontos",502004,"kontoge01"
"Fabio Castillo",503566,"castifa01"
"Chris Coghlan",458085,"coghlch01"
"Ross Ohlendorf",456027,"ohlenro01"
"Juan Jaime",462089,"jaimeju01"
"John Jaso",444379,"jasojo01"
"Alex Guerrero",648717,"guerral01"
"Vidal Nuño",573064,"nunovi01"
"A. J. Reed",607223,"reedaj01"
"Juniel Querecuto",578570,"quereju01"
"Jacob Nix",656798,"nixja02"
"Evan White",657108,"whiteev01"
"Brandon Beachy",545404,"beachbr01"
"Danny Dorn",457760,"dornda01"
"Kevin Shackelford",594992,"shackke01"
"Destin Hood",543329,"hoodde01"
"Brett Nicholas",592592,"nichobr01"
"Edgar Ibarra",500891,"ibarred01"
"Ryan Goins",572365,"goinsry01"
"Héctor Olivera",493343,"olivehe01"
"Gabe Klobosits",656620,"kloboga01"
"R. J. Alaniz",595798,"alanirj01"
"Adonis García",611177,"garciad01"
"Dan Slania",592753,"slanida01"
"James Pazos",572021,"pazosja01"
"Alexei Ramírez",493351,"ramiral03"
"Walker Lockett",621141,"lockewa01"
"Zach Phillips",452061,"phillza01"
"Todd Redmond",445170,"redmoto01"
"Juan Centeno",518542,"centeju01"
"Jackson Williams",519425,"willija01"
"Jaycob Brugman",595144,"brugmja01"
"Brad Mills",502166,"millsbr02"
"Bruce Chen",136600,"chenbr01"
"Marlon Byrd",407781,"byrdma01"
"Cody Martin",592533,"martico01"
"Mike Broadway",458678,"broadmi01"
"Cesar Jimenez",462945,"jimence01"
"Chance Adams",664856,"adamsch01"
"Kyle Davies",434678,"davieky01"
"Caleb Joseph",543376,"josepca01"
"Antonio Santos",665733,"santoan02"
"Boone Logan",457429,"loganbo02"
"Sherten Apostel",665947,"apostsh01"
"Severino González",605894,"gonzase01"
"David Ross",424325,"rossda01"
"Brad Goldberg",643329,"goldbbr01"
"Nick Williams",608384,"willini01"
"Alex Rios",425567,"riosal01"
"Rob Segedin",574847,"segedro01"
"Ronny Rodríguez",500135,"rodriro03"
"Kevin McCarthy",641838,"mccarke01"
"Johan Quezada",629498,"quezajo01"
"Greg Deichmann",656364,"deichgr01"
"Edward Paredes",487675,"pareded02"
"Brandon Bailey",669064,"bailebr01"
"Buddy Boshers",542953,"boshebu01"
"Franklin Morales",462985,"moralfr01"
"Jon Edwards",457754,"edwarjo02"
"Carlos Tocci",624636,"toccica01"
"Dario Alvarez",516714,"alvarda01"
"Aríel Miranda",664641,"miranar01"
"Paul Janish",457926,"janispa01"
"Mike Tauchman",643565,"tauchmi01"
"Matt den Dekker",544925,"dendema01"
"Brian Matusz",451085,"matusbr01"
"Prince Fielder",425902,"fieldpr01"
"Jacob Hannemann",595238,"hanneja01"
"José Marmolejos",592530,"marmojo01"
"J. P. Howell",434442,"howeljp01"
"Rusney Castillo",628329,"castiru02"
"Gift Ngoepe",547912,"ngoepgi01"
"Daniel Robertson",621002,"roberda10"
"Brian Navarreto",640459,"navarbr01"
"Jonny Gomes",430404,"gomesjo01"
"Justin Ruggiano",448605,"ruggiju01"
"Keon Broxton",542979,"broxtke01"
"Ryan Meisinger",664682,"meisiry01"
"Paul Clemens",518560,"clemepa02"
"Chad Smith",605477,"smithch09"
"Eric Thames",519346,"thameer01"
"Bryan Morris",457768,"morribr01"
"Colt Hynes",518833,"hynesco01"
"Christopher Bostick",607471,"bostich01"
"David Buchanan",571527,"buchada01"
"Brandon Waddell",663399,"waddebr01"
"Chris Shaw",622046,"shawch01"
"Anderson Tejeda",660731,"tejedan01"
"Jarrod Dyson",502481,"dysonja01"
"Addison Russell",608365,"russead02"
"Chris Rusin",543734,"rusinch01"
"Zack Godley",643327,"godleza01"
"Andrew Lambo",518911,"lamboan01"
"Andrew Susac",572180,"susacan01"
"Sean Gilmartin",543219,"gilmase01"
"Shae Simmons",623406,"simmosh01"
"Héctor Santiago",502327,"santihe01"
"Jerry Blevins",460283,"blevije01"
"Erik Goeddel",592340,"goedder01"
"Deolis Guerra",500610,"guerrde01"
"Tzu-Wei Lin",624407,"lintz02"
"Fernando Salas",477569,"salasfe01"
"Grégor Blanco",453923,"blancgr01"
"Andrew Young",670370,"youngan02"
"Grant Balfour",346797,"balfogr01"
"Nefi Ogando",596331,"ogandne01"
"Deivi García",665620,"garcide01"
"Alen Hanson",593700,"hansoal01"
"Justin Bour",571506,"bourju01"
"Kyle Drabek",475138,"drabeky01"
"Jake Jewell",657228,"jewelja01"
"Javier López",425657,"lopezja02"
"Nick Greenwood",572889,"greenni02"
"Blake Trahan",664167,"trahabl01"
"Carson Smith",605476,"smithca02"
"Chase d'Arnaud",488818,"darnach01"
"Brett Eibner",518649,"eibnebr01"
"Pedro Villarreal",543881,"villape01"
"Stefen Romero",552662,"romerst01"
"John Curtiss",595928,"curtijo02"
"Matt Cain",430912,"cainma01"
"Luis Sardinas",596143,"sardilu01"
"Antonio Bastardo",455374,"bastaan01"
"Jason Wheeler",605528,"wheelja01"
"Alex Wimmers",592872,"wimmeal01"
"Josh Tomlin",458708,"tomlijo01"
"René Rivera",425784,"riverre01"
"Jason Frasor",430630,"frasoja01"
"Brandon Leibrandt",605335,"leibrbr01"
"Raudy Read",600466,"readra01"
"Jake Smolinski",519295,"smolija01"
"Todd Frazier",453943,"frazito01"
"Nolan Fontana",545337,"fontano01"
"Blake Wood",502028,"woodbl01"
"Justin De Fratus",518603,"defraju01"
"Taylor Featherston",605227,"feathta01"
"Donn Roach",543698,"roachdo01"
"Yoenis Céspedes",493316,"cespeyo01"
"Hyeon-jong Yang",660365,"yanghy01"
"Dario Agrazal",642607,"agrazda01"
"Brett Wallace",477165,"wallabr01"
"Curtis Partch",489197,"partccu01"
"Chris O'Grady",622217,"ogradch01"
"Joe Colon",571572,"colonjo01"
"Bronson Arroyo",276520,"arroybr01"
"Kyle Kendrick",452718,"kendrky01"
"Jae-gyun Hwang",666561,"hwangja01"
"Alex McRae",656725,"mcraeal01"
"Mac Sceroler",669135,"sceroma01"
"Nick Burdi",595897,"burdini01"
"Jeff Mathis",425772,"mathije01"
"Kohl Stewart",640464,"stewako01"
"Ryan Lollis",489067,"lolliry01"
"Bobby Parnell",458730,"parnebo01"
"Rogelio Armenteros",660494,"armenro01"
"Madison Younginer",572283,"youngma03"
"Everett Teaford",501870,"teafoev01"
"Jason Vargas",450306,"vargaja01"
"Jhonny Peralta",425509,"peraljh01"
"Will Harris",501789,"harriwi10"
"Alejandro De Aza",457477,"deazaal01"
"Keone Kela",605309,"kelake01"
"Thyago Vieira",600986,"vieirth01"
"Jack Leathersich",605333,"leathja01"
"Wil Nieves",408242,"nievewi01"
"Michael McKenry",502374,"mckenmi01"
"Joe Ross",605452,"rossjo01"
"José Rodríguez",642578,"rodrijo07"
"Akeel Morris",592570,"morriak01"
"Justin Masterson",475416,"masteju01"
"Corban Joseph",543377,"josepco01"
"Jose Lobatón",446653,"lobatjo01"
"Dan Runzler",502130,"runzlda01"
"Desmond Jennings",457775,"jennide01"
"Williams Pérez",554234,"perezwi01"
"Burke Badenhop",488674,"badenbu01"
"Kevan Smith",607345,"smithke04"
"Miguel Almonte",602083,"almonmi01"
"Jason Martin",641829,"martija03"
"Dusty Coleman",543038,"colemdu01"
"Seth Romero",656913,"romerse01"
"Robby Scott",582494,"scottro02"
"Chien-Ming Wang",425426,"wangch01"
"Braden Bishop",623323,"bishobr01"
"Warwick Saupold",599683,"saupowa01"
"Derek Holland",502706,"hollade01"
"Michael Roth",607706,"rothmi01"
"Taylor Hill",592398,"hillta01"
"David Murphy",461815,"murphda07"
"Travis Bergen",664157,"bergetr01"
"Anthony Varvaro",460008,"varvaan01"
"Ryan Raburn",430605,"raburry01"
"Nick Ramirez",598286,"ramirni01"
"Evan Marshall",605359,"marshev01"
"Tyler Holt",534627,"holtty01"
"Rob Rasmussen",519169,"rasmuro01"
"Ryan O'Rourke",594951,"orourry01"
"Tony Zych",543964,"zychto01"
"Drew Butera",460077,"buterdr01"
"Junior Lake",516809,"lakeju01"
"Kyle Kubitza",605323,"kubitky01"
"Phil Coke",457435,"cokeph01"
"J. C. Ramírez",500724,"ramirjc01"
"Jonathon Niese",477003,"niesejo01"
"Brandon Workman",519443,"workmbr01"
"Zach Vincej",572227,"vinceza01"
"Eric Stamets",608715,"stameer01"
"Ryan Zimmerman",475582,"zimmery01"
"Michael Reed",605439,"reedmi02"
"Ariel Hernández",554374,"hernaar01"
"Randall Delgado",517414,"delgara01"
"Brady Lail",621078,"lailbr01"
"Luis Santos",608601,"santolu01"
"Ben Braymer",664069,"braymbe01"
"Tyler Wilson",592869,"wilsoty01"
"Mike Hauschild",623434,"hauscmi01"
"Lucas Duda",446263,"dudalu01"
"Yhonathan Barrios",553872,"barriyh01"
"Jason Hammel",434628,"hammeja01"
"Zac Grotz",665093,"grotzza01"
"Wilfredo Boscan",517448,"boscawi01"
"Matt Tuiasosopo",449168,"tuiasma01"
"Marcos Mateo",456496,"mateoma01"
"Mike Gerber",595222,"gerbemi01"
"Tim Hudson",218596,"hudsoti01"
"Colton Welker",666213,"welkeco01"
"Jefry Marte",527043,"marteje01"
"Jared Oliva",666931,"olivaja01"
"Chris Iannetta",455104,"iannech01"
"Michael Bourn",456422,"bournmi01"
"Max Povse",605428,"povsema01"
"Seth Smith",452234,"smithse01"
"Dillon Maples",596027,"mapledi01"
"Danny Salazar",517593,"salazda01"
"Cameron Rupp",519237,"ruppca01"
"Yovani Gallardo",451596,"gallayo01"
"John Cornely",607405,"cornejo01"
"Cody Wilson",680963,"wilsoco01"
"Nate Jones",518858,"jonesna01"
"Justin Marks",476123,"marksju01"
"Reid Brignac",458582,"brignre01"
"Carlos Sanabria",656004,"sanabca01"
"Yordano Ventura",570649,"ventuyo01"
"Domingo Santana",570267,"santado01"
"Alex Rodriguez",121347,"rodrial01"
"Josh Osich",592612,"osichjo01"
"Scott Heineman",595981,"heinesc01"
"Jahmai Jones",663330,"jonesja08"
"J. R. Graham",543242,"grahajr01"
"Jaime García",448802,"garcija02"
"Brett Oberholtzer",519085,"oberhbr01"
"Jordan Walden",477229,"waldejo01"
"Jacob Nottingham",641924,"nottija01"
"Carlos Villanueva",453646,"villaca01"
"Keith Hessler",594857,"hesslke01"
"Neal Cotts",425840,"cottsne01"
"Joel Peralta",407908,"peraljo01"
"Alberto Baldonado",593604,"baldoal01"
"Brett Graves",605255,"gravebr01"
"Cameron Maybin",457727,"maybica01"
"Josh Hamilton",285078,"hamiljo03"
"Pedro Payano",622797,"payanpe01"
"Kyle Blanks",452035,"blankky01"
"Pedro Beato",474039,"beatope01"
"Chris Young",432934,"youngch03"
"Luke Gregerson",502381,"gregelu01"
"Logan Kensing",434137,"kensilo01"
"Ryan LaMarre",534606,"lamarry01"
"Darrell Ceciliani",571553,"cecilda01"
"Welington Castillo",456078,"castiwe01"
"Buddy Baumann",571473,"baumabu01"
"Conor Mullee",571969,"mulleco01"
"Dalier Hinojosa",648737,"hinojda01"
"Mark Trumbo",444432,"trumbma01"
"Cory Mazzoni",543508,"mazzoco01"
"Blake Cederlind",664977,"cederbl01"
