"name","key_mlbam","key_bbref","key_fangraphs"
"Jacob Lindgren",605338,"lindgja01",16215
"Jerry Johnson",116596,"johnsje01",1006464
"Ed Bailey",110449,"baileed01",1000421
"Rocky Coppinger",112662,"coppiro01",1002604
"Tim Bogar",111148,"bogarti01",1001120
"Ed Phillips",120525,"philled03",1010291
"Matt Mieske",119038,"mieskma01",1008849
"Albie Lopez",117913,"lopezal02",102
"Gene Tenace",123183,"tenacge01",1012911
"Darrin Fletcher",114233,"fletcda01",1302
"Kevin Saucier",121708,"saucike01",1011457
"Wendell Magee",118136,"mageewe01",477
"Bob Patterson",120297,"pattebo01",1010055
"Darwin Barney",446381,"barneda01",2430
"Kevin Wickander",124227,"wickake01",1013915
"David Eckstein",275930,"eckstda01",10
"Brock Pemberton",120366,"pembebr01",1010138
"Monty Montgomery",119267,"montgmo01",1009072
"Tim Layana",117568,"layanti01",1007413
"Bob Buchanan",111653,"buchabo01",1001613
"Steven Register",461862,"regisst01",7463
"Wilton Veras",150173,"veraswi01",1013405
"Erik Johnson",116586,"johnser03",1006455
"John Denny",113272,"dennyjo01",1003210
"Skeeter Barnes",110591,"barnesk01",1000575
"Urbano Lugo",117992,"lugour01",1007823
"Hector Luna",425659,"lunahe01",1874
"Ken Jackson",116433,"jackske01",1006303
"Mike Maddux",118121,"maddumi01",1007951
"Aaron Bates",488686,"batesaa01",2777
"Victor Mata",118411,"matavi01",1008232
"Mike Soroka",647336,"sorokmi01",18383
"Ramon Hernandez",150421,"hernara02",918
"Alejandro Pena",120369,"penaal01",1010140
"Mike Romano",237334,"romanmi01",1011167
"Razor Shines",122160,"shinera01",1011901
"Seunghwan Oh",493200,"ohse01",18719
"George Brett",111437,"brettge01",1001400
"Tom Brunansky",111629,"brunato01",1001589
"Dave Borkowski",150185,"borkoda01",2002
"Felix Heredia",115803,"heredfe01",1304
"Rich Robertson",121294,"roberri01",1011044
"Rickey Henderson",115749,"henderi01",194
"Roric Harrison",115543,"harriro01",1005430
"Jose Ortiz",120076,"ortizjo01",1009860
"Buddy Carlyle",234194,"carlybu01",2010
"Eddie Kasko",116856,"kaskoed01",1006711
"Thomas Field",474494,"fieldth01",6262
"Kerry Ligtenberg",117763,"ligteke01",100
"Kyle Crockett",641490,"crockky01",15033
"Dan Perkins",150228,"perkida01",1010194
"Charlie Kerfeld",117007,"kerfech01",1006860
"Neil Allen",110156,"allenne01",1000154
"Chris Short",122188,"shortch02",1011931
"Les Norman",119839,"normale01",1009633
"Chico Escarrega",113893,"escarch01",1003820
"James Lofton",407580,"loftoja01",1007700
"Jake Arrieta",453562,"arrieja01",4153
"Yefry Ramírez",606162,"ramirye01",15655
"Pat Perry",120445,"perrypa02",1010215
"Dave McDonald",118641,"mcdonda01",1008455
"Adrian Nieto",543589,"nietoad01",10294
"Rennie Stennett",122740,"stennre01",1012484
"Jose Gonzalez",114931,"gonzajo02",1004836
"Jose Alberro",110106,"alberjo01",1000105
"Hosken Powell",120715,"powelho01",1010486
"Willie Norwood",119855,"norwowi01",1009648
"Shane Halter",115370,"haltesh01",468
"Jim Britton",111487,"brittji02",1001451
"Don Nottebart",119858,"nottedo01",1009651
"Hank Small",122334,"smallha01",1012074
"Craig Gerber",114709,"gerbecr01",1004625
"Fred Rath",203732,"rathfr02",1010707
"Zach Lutz",518963,"lutzza01",3735
"Ricky Trlicek",123470,"trlicri01",1013188
"Mike Rose",425852,"rosemi01",2278
"Joe Horlen",116151,"horlejo01",1006025
"Lance Niekro",408067,"niekrla01",1832
"Jeff Nelson",119704,"nelsoje01",1092
"Bobby Darwin",113059,"darwibo01",1002995
"Jamie D'Antona",452202,"dantoja01",5851
"Ronny Cedeno",430592,"cedenro02",2179
"Donnie Moore",119292,"mooredo01",1009102
"Brian Ellington",623395,"ellinbr02",17233
"Mark Brouhard",111522,"brouhma01",1001484
"Brian Giles",114789,"gilesbr02",990
"Jose Cabrera",111850,"cabrejo01",679
"Mike LaValliere",117543,"lavalmi01",1007387
"Grady Sizemore",429713,"sizemgr01",2197
"Bryan Little",117821,"littlbr01",1007658
"Mike Raczka",120865,"raczkmi01",1010629
"Jesse Hahn",534910,"hahnje01",13287
"Lorencito Fernandez",114078,"fernach02",1003995
"Pedro Castellano",112102,"castepe01",1002056
"Bobby Wilson",435064,"wilsobo02",6564
"Bud Anderson",110245,"anderbu01",1000220
"Rob Dibble",113333,"dibblro01",1003269
"Tony Fiore",150106,"fioreto01",726
"Eddy Garabito",408199,"garabed01",7022
"Miguel Mejia",118924,"mejiami01",1008739
"Jason Christiansen",112270,"chrisja01",1111
"Colin Rea",607067,"reaco01",12317
"Jeff Carter",112062,"carteje01",1002017
"Larry Monroe",119253,"monrola01",1009057
"Matthew Bowman",621199,"bowmama01",13528
"Alex Diaz",113324,"diazal01",1003260
"Jamie Brown",150343,"brownja04",371
"Shawn Wooten",279564,"wootesh01",43
"Pablo Torrealba",123407,"torrepa01",1013135
"Travis Metcalf",445195,"metcatr01",7364
"Abraham Nunez",119865,"nunezab01",1420
"Dick Kenworthy",117001,"kenwodi01",1006855
"Mark Ryal",121583,"ryalma01",1011332
"Eric Yelding",124659,"yeldier01",1014335
"Doug Jennings",116529,"jennido01",1006395
"Rick Reuschel",121089,"reuscri01",1010852
"Rick White",124184,"whiteri01",456
"Jonathan Albaladejo",452293,"albaljo01",3521
"Aaron Laffey",444836,"laffeaa01",6248
"Jim Sundberg",122983,"sundbji01",1012724
"Kenny Kelly",220305,"kellyke01",1084
"Brandon McCarthy",435221,"mccarbr01",4662
"Paul Konerko",117244,"konerpa01",242
"Paul Gilliford",114811,"gillipa01",1004725
"Luis Ayala",425646,"ayalalu01",1650
"Erick Aybar",430947,"aybarer01",4082
"Don Dillard",113362,"dillado01",1003297
"Mike Leake",502190,"leakemi01",10130
"Justin Shafer",596101,"shafeju01",16132
"Matt Szczur",519333,"szczuma01",11255
"Thomas Eshelman",664045,"eshelto01",18361
"Glenn Beckert",110774,"beckegl01",1000743
"Frank Kreutzer",117317,"kreutfr01",1007163
"Elmer Dessens",113296,"desseel01",317
"Mike Perez",120412,"perezmi01",1010184
"John Martin",118343,"martijo05",1008179
"Kal Daniels",113039,"danieka01",1002973
"Keith Smith",122422,"smithke01",1012169
"Phil Gagliano",114511,"gagliph01",1004425
"Bob Gibson",114757,"gibsobo02",1004663
"Ivan Calderon",111869,"caldeiv01",1001825
"Mike Kelly",116954,"kellymi02",1006809
"Mike Jones",116711,"jonesmi02",1006577
"Taylor Green",488919,"greenta01",9147
"Jacob May",594576,"mayja02",14876
"Pokey Reese",121009,"reesepo01",1004
"Pat Rapp",120933,"rapppa01",1010700
"Jeff Marquez",457812,"marquje01",7456
"Randy Dobnak",677976,"dobnara01",23798
"Remy Hermoso",115813,"hermore01",1005694
"Rich Amaral",110214,"amarari01",1000205
"Dan Camarena",547176,"camarda01",14467
"Matt Harvey",518774,"harvema01",11713
"Steve Springer",122621,"sprinst01",1012364
"Ron Robinson",121321,"robinro01",1011076
"Derrick Gibson",136763,"gibsode01",1004666
"Dennis Eckersley",113726,"eckerde01",1003660
"Eric Davis",113102,"daviser01",1003048
"Jermaine Clark",400075,"clarkje02",1664
"Brian Dozier",572821,"doziebr01",9810
"Jason Rakers",132680,"rakerja01",1010660
"Dave Winfield",124448,"winfida01",1014127
"Kent Hrbek",116243,"hrbekke01",1006117
"Ken Henderson",115748,"hendeke01",1005634
"Nelson Simmons",122245,"simmone01",1011984
"Dick Radatz",120866,"radatdi01",1010630
"Joel Carreno",468528,"carrejo01",2746
"Sam Freeman",518693,"freemsa01",6832
"Paul Menhart",118950,"menhapa01",1008765
"Stephen Fife",543155,"fifest01",8077
"Yorkis Perez",120417,"perezyo01",1513
"Roger Metzger",119001,"metzgro01",1008812
"Dan Graham",115024,"grahada01",1004928
"John Bateman",110670,"batemjo01",1000653
"Doyle Alexander",110124,"alexado01",1000122
"Colby Rasmus",458675,"rasmuco01",9893
"Josh Stewart",425554,"stewajo02",1683
"Sam Horn",116152,"hornsa01",1006029
"Craig Shipley",122165,"shiplcr01",1011906
"Chuck Carr",112028,"carrch02",1001986
"David Palmer",120193,"palmeda01",1009970
"Dan Plesac",120624,"plesada01",1319
"Erik Bedard",407853,"bedarer01",126
"Brian Smith",344793,"smithbr03",1012106
"Cliff Politte",131700,"politcl01",967
"Larry Bowa",111281,"bowala01",1001243
"Alex Fernandez",114073,"fernaal01",1003993
"Jason Stanford",408037,"stanfja01",1763
"Tanner Scheppers",489294,"schepta01",10267
"Barrett Astin",592120,"astinba01",14812
"Asdrúbal Cabrera",452678,"cabreas01",4962
"Brooks Brown",453156,"brownbr02",5679
"Drew Anderson",449776,"anderdr01",5578
"Travis Blackley",429715,"blacktr01",3234
"Casey Kelly",543391,"kellyca01",9174
"Deunte Heath",445177,"heathde01",7371
"Mike Hampton",115399,"hamptmi01",430
"Russ Davis",113137,"davisru01",1003076
"Hal Reniff",121069,"renifha01",1010833
"Jim Miller",461848,"milleji02",7458
"Mark Little",150458,"littlma01",438
"Ted Simmons",122247,"simmote01",1011986
"Michael Barrett",136664,"barremi01",762
"Benny Agbayani",133742,"agbaybe01",416
"Gary Taylor",123137,"tayloga01",1012872
"Beau Burrows",663366,"burrobe01",18873
"Joe Pepitone",120391,"pepitjo01",1010167
"Casey Fien",502272,"fienca01",3926
"Phillip Evans",595943,"evansph01",12950
"Larry Hisle",115979,"hislela01",1005858
"Eduardo Perez",120408,"perezed01",1409
"Steve Kemp",116972,"kempst01",1006827
"Don Sutton",123006,"suttodo01",1012745
"Jose Valentin",123610,"valenjo03",256
"Don Mincher",119166,"minchdo01",1008973
"Ryan Thompson",123302,"thompry01",713
"Lee Richard",121146,"richale01",1010915
"Ray Cosey",112710,"coseyra01",1002650
"Yoshihisa Hirano",673633,"hiranyo01",19756
"Mike Payne",120323,"paynemi01",1010095
"Bobby Trevino",123463,"trevibo01",1013181
"Nino Espinosa",113903,"espinni01",1003830
"Eric DuBose",276511,"duboser01",1633
"Mickey Mahler",118161,"mahlemi01",1007987
"Jay Howell",116226,"howelja01",1006098
"George Cappuzzello",111971,"cappuge01",1001927
"Dick Hughes",116283,"hughedi01",1006152
"Tom Gorzelanny",452733,"gorzeto01",6244
"Brandon Bantz",572702,"bantzbr01",9442
"Chuck Baker",110466,"bakerch02",1000446
"Jerry Garvin",114642,"garvije01",1004558
"Reggie Willits",435065,"willire03",5590
"Luke Prokopec",150389,"prokolu01",1320
"Bill Edgerton",113741,"edgerbi01",1003673
"Mike Crudale",407866,"crudami01",1148
"Paul Wagner",123789,"wagnepa01",1013490
"Migel Puente",120792,"puentmi01",1010559
"Josh Collmenter",518567,"collmjo01",7312
"Carlos Garcia",114583,"garcica01",1004496
"Randy Tate",123104,"tatera01",1012838
"Tyler Pastornicky",543629,"pastoty01",6777
"Eddie Pye",120815,"pyeed01",1010581
"Donn Pall",120188,"palldo01",1009968
"Dean Crow",133223,"crowde01",1002821
"Jim Leyritz",117747,"leyriji01",1007590
"Shane Youman",456558,"youmash01",3888
"Russ Mitchell",452199,"mitchru01",5848
"Jake Bauers",641343,"bauerja01",15194
"Roger Bernadina",465668,"bernaro01",6421
"Steve Kent",407902,"kentst01",1218
"Dave Hengel",115762,"hengeda01",1005646
"Frank Baker",110473,"bakerfr02",1000454
"Ted Wood",124529,"woodte01",1014246
"Brian Barkley",133200,"barklbr01",1000549
"Kyle Keller",664918,"kelleky01",18890
"Greg Heydeman",115879,"heydegr01",1005760
"Tommy Hottovy",459415,"hottoto01",7542
"John Olerud",119976,"olerujo01",1093
"Talmadge Nunnari",277418,"nunnata01",1009661
"Paul Byrd",111838,"byrdpa01",594
"Brooks Conrad",462405,"conrabr01",3664
"Luke Walker",123827,"walkelu01",1013525
"Lynn Jones",116707,"jonesly01",1006573
"John Burkett",111734,"burkejo03",179
"Matt Mantei",118256,"mantema01",64
"Stolmy Pimentel",516935,"pimenst01",6415
"Shane Loux",400076,"louxsh01",1613
"Eury Pérez",516811,"perezeu01",10299
"Chris Herrmann",543302,"herrmch01",9284
"Larry Hardy",115464,"hardyla01",1005353
"Shawn Chacon",276336,"chacosh01",424
"Jerry Nielsen",119787,"nielsje01",1009584
"Leo Garcia",114589,"garcile01",1004503
"Steve Sisco",292140,"siscost01",1012016
"Adam Piatt",276516,"piattad01",935
"Brent Butler",150450,"butlebr02",423
"Toby Borland",111241,"borlato02",511
"Greg McCarthy",118549,"mccargr01",1008370
"Dave Goltz",114906,"goltzda01",1004818
"Justin James",448241,"jamesju01",6140
"Joe Vitko",123741,"vitkojo01",1013443
"Matt Turner",123521,"turnema01",1013231
"Trevor Wilson",124427,"wilsotr01",1014109
"Chris Gwynn",115271,"gwynnch01",1005165
"Harvey Shank",122047,"shankha01",1011790
"Ruddy Lugo",425843,"lugoru01",2710
"Jerry Vasto",657786,"vastoje01",17126
"Agustin Montero",430903,"monteag01",2268
"Lyman Bostock",111256,"bostoly01",1001220
"Joe Nolan",119823,"nolanjo01",1009617
"Al Jackson",116419,"jacksal01",1006288
"Josh Lueke",518961,"luekejo01",5722
"Matt Shoemaker",533167,"shoemma01",4776
"Ryan Howard",429667,"howarry01",2154
"Jésus Feliciano",440351,"felicje01",2448
"Doug Griffin",115138,"griffdo01",1005040
"Wilson Delgado",113234,"delgawi01",1150
"Wes Helms",136500,"helmswe01",94
"Merritt Ranew",120928,"ranewme01",1010695
"Jose Leon",150459,"leonjo01",149
"Steve Peters",120462,"peterst01",1010241
"Neil Weber",136760,"webbene01",1013717
"Rob Murphy",119569,"murphro01",1009374
"Brett Anderson",474463,"anderbr04",8223
"Mark Grudzielanek",115210,"grudzma01",653
"Mark Leonard",117693,"leonama01",1007537
"Brandon Cumpton",592238,"cumptbr01",11366
"Kevin Mahar",458917,"maharke01",7164
"Mel Queen",120826,"queenme02",1010592
"Glenn Sparkman",642098,"sparkgl01",15200
"Pascual Perez",120414,"perezpa01",1010185
"Garrett Olson",457796,"olsonga01",9889
"Troy Percival",120401,"percitr01",29
"Lynn McGlothen",118715,"mcgloly01",1008534
"Chris Spurling",400050,"spurlch01",1668
"Nate Teut",400137,"teutna01",1487
"Danny Valencia",502143,"valenda01",6364
"Gonzalez Germen",542674,"germego01",5876
"Jake Brown",111558,"brownja02",1001523
"Drew Stubbs",453211,"stubbdr01",9328
"Ray Durham",113660,"durhara01",230
"Ray Stephens",122744,"stephra01",1012499
"John Boccabella",111132,"boccajo01",1001104
"Julio Lugo",150061,"lugoju01",565
"Jeff Reed",120993,"reedje02",1010770
"Steve Ellsworth",113825,"ellswst01",1003755
"Chuck Ricci",121135,"riccich01",1010892
"Jimmy Anderson",150247,"anderji02",977
"Brad Bergesen",448269,"bergebr02",8375
"Bob Wickman",124233,"wickmbo01",413
"Jimmie Coker",112454,"cokerji01",1002403
"Rolando Roomes",121437,"roomero01",1011185
"Wilton Lopez",446641,"lopezwi01",4227
"Aaron Thompson",457744,"thompaa01",999
"Josh Whitesell",444882,"whitejo03",6713
"Rob Wilfong",124257,"wilforo01",1013943
"Osvaldo Fernandez",114080,"fernaos01",1004000
"Jerry Spradlin",122609,"spradje01",1012353
"Christian Friedrich",543184,"friedch01",7942
"Dennys Reyes",121096,"reyesde01",444
"Jimmy Kremers",117309,"kremeji01",1007155
"Kwang Hyun Kim",547942,"kimkw01",27458
"Dennis Sarfate",430610,"sarfade01",2174
"Phil Mankowski",118235,"mankoph01",1008060
"David West",124105,"westda01",1013799
"Jim Lefebvre",117624,"lefebji01",1007473
"Joe Borowski",111244,"borowjo01",267
"Tanner Roark",543699,"roarkta01",8753
"Jack Sanford",121684,"sanfoja02",1011432
"Steve Brye",111648,"bryest01",1001610
"Hyun Soo Kim",547957,"kimhy01",18718
"Brian Barnes",110576,"barnebr01",1000560
"Kelvin Moore",119308,"mooreke01",1009119
"Larry Gonzales",114921,"gonzala01",1004839
"Tom Kelly",116946,"kellyto01",1006817
"Walt Williams",124344,"williwa02",1014044
"George Stablein",122629,"stablge01",1012372
"Richie Moloney",119239,"molonri01",1009043
"Robinson Leyer",622490,"leyerro01",14399
"Rob Ellis",113820,"ellisro01",1003751
"Mark Hendrickson",424805,"hendrma01",1574
"Craig Wilson",150339,"wilsocr02",1014069
"Mike Ryan",121598,"ryanmi02",1011347
"Nick Buss",502544,"bussni01",6835
"Doug Ault",110382,"aultdo01",1000368
"Randy Rosario",600968,"rosarra01",14508
"Earl Wilson",124420,"wilsoea01",1014073
"Travis Fryman",114465,"frymatr01",385
"Phil Clark",112337,"clarkph02",1002303
"Webster Rivas",593590,"rivaswe01",14636
"Ed Nunez",119866,"nunezed01",1009658
"Edwin Maysonet",446474,"maysoed01",5735
"Lorenzo Gray",115068,"graylo01",1004974
"Roger Moret",119362,"moretro01",1009168
"Enrique Gonzalez",434619,"gonzaen01",2568
"John Russell",121571,"russejo02",1011317
"Willie Aikens",110094,"aikenwi01",1000090
"Joe Boever",111147,"boevejo01",1001118
"Blake Swihart",596119,"swihabl01",13176
"Scott Blewett",656240,"blewesc01",16427
"Bart Miadich",400082,"miadiba01",23
"Bob Long",117898,"longbo01",1007728
"Jarrod Washburn",132220,"washbja01",40
"Barry Manuel",118260,"manueba01",1008084
"Juan Miranda",506673,"miranju01",7783
"Kelly Paris",120219,"pariske01",1009994
"George Kontos",502004,"kontoge01",9486
"Bob Spence",122574,"spencbo01",1012319
"Ollie Brown",111581,"brownol02",1001551
"Rich Chiles",112245,"chileri01",1002192
"Don O'Riley",120048,"o'rildo01",1009833
"Bob Schroder",121868,"schrobo01",1011619
"Sonny Siebert",122212,"siebeso01",1011951
"Willy Aybar",430632,"aybarwi01",2192
"Brad Halsey",433517,"halsebr01",4760
"Jose Arredondo",461766,"arredjo01",4722
"Ray Olmedo",408232,"olmedra01",1718
"Bobby Keppel",430670,"keppebo01",2229
"Joe Grzenda",115214,"grzenjo01",1005112
"Santiago Ramirez",425537,"ramirsa01",2122
"Gustavo Molina",435238,"molingu01",2861
"Keith Ginter",348562,"ginteke01",1500
"Mason Tobin",474226,"tobinma01",2534
"Matt Whisenant",124150,"whisema01",1013843
"Joey Jay",116507,"jayjo01",1006373
"Nick Bierbrodt",150149,"bierbni01",1194
"Lance Pendleton",459983,"pendlla01",4214
"Fabio Castillo",503566,"castifa01",2826
"Ron Johnson",116622,"johnsro03",1006499
"Chris Coghlan",458085,"coghlch01",6878
"Milt Hill",115943,"hillmi01",1005831
"Rene Gonzales",114922,"gonzare01",1004844
"Cliff Young",124688,"youngcl01",1014367
"Paul Noce",119818,"nocepa01",1009613
"Ross Ohlendorf",456027,"ohlenro01",8268
"Juan Jaime",462089,"jaimeju01",6127
"Dave Cash",112089,"cashda01",1002041
"Jim Merritt",118977,"merriji01",1008789
"John Jaso",444379,"jasojo01",5887
"Alex Guerrero",648717,"guerral01",15670
"Hideki Okajima",506606,"okajihi01",7763
"Bobby Murcer",119535,"murcebo01",1009338
"Jason Grabowski",276543,"graboja01",1604
"Mike Rabelo",430958,"rabelmi01",3693
"Mike Darr",150432,"darrmi02",1002993
"Geronimo Gil",282594,"gilge01",142
"Bob Galasso",114527,"galasbo01",1004441
"Bobby Cramer",450864,"cramebo01",2744
"Ali Solis",455378,"solisal01",8848
"Byung-Hyun Kim",218294,"kimby01",61
"Todd Rizzo",134266,"rizzoto01",1011010
"Victor Santos",276343,"santovi01",446
"Jason Shiell",425126,"shielja01",1625
"Vidal Nuño",573064,"nunovi01",9674
"A. J. Reed",607223,"reedaj01",16246
"Bill Long",117902,"longbi01",1007727
"Vance McHenry",118749,"mchenva01",1008565
"Juniel Querecuto",578570,"quereju01",12140
"Jacob Nix",656798,"nixja02",17775
"Jim Deidel",113206,"deideji01",1003145
"William Brennan",111428,"brennwi01",1001393
"Benito Baez",407299,"baezbe01",1000408
"Jimmy Myers",119621,"myersji01",1009424
"Matt Williams",276370,"willima09",1014023
"Allen Watson",123982,"watsoal01",1013675
"Larry Luebbers",117988,"luebbla01",1007817
"Joe Klink",117164,"klinkjo01",1007012
"Terry Ley",117746,"leyte01",1007591
"Tommy Everidge",452784,"everito01",7596
"Melido Perez",120411,"perezme01",1010183
"Mack Jones",116708,"jonesma01",1006574
"Bob Veselic",123715,"veselbo01",1013419
"Bob Watkins",123977,"watkibo01",1013668
"Wes Chamberlain",112173,"chambwe01",1002126
"Eric Munson",276347,"munsoer01",481
"Mike Bertotti",110945,"bertomi01",1000916
"Evan White",657108,"whiteev01",20078
"Gregg Jefferies",116513,"jeffegr01",1006379
"Hank Webb",124014,"webbha01",1013710
"David Holdridge",136266,"holdrda01",1005943
"Brandon Beachy",545404,"beachbr01",8851
"Danny Dorn",457760,"dornda01",1050
"Kevin Shackelford",594992,"shackke01",11012
"Destin Hood",543329,"hoodde01",9887
"Brett Nicholas",592592,"nichobr01",11192
"Billy Conigliaro",112558,"conigbi01",1002501
"Reggie Taylor",150114,"taylore01",358
"Don Shaw",122076,"shawdo01",1011820
"John Courtright",112740,"courtjo01",1002679
"Matt LeCroy",150220,"lecroma01",1456
"Bobby Bolin",111175,"bolinbo01",1001146
"Edgar Ibarra",500891,"ibarred01",5195
"Mark Huismann",116298,"huismma01",1006171
"Ryan Goins",572365,"goinsry01",9807
"Héctor Olivera",493343,"olivehe01",17528
"Gabe Klobosits",656620,"kloboga01",19881
"Steve Bourgeois",111275,"bourgst01",1001237
"Joey Hamilton",115383,"hamiljo02",328
"Fred Gladding",114839,"gladdfr01",1004751
"R. J. Alaniz",595798,"alanirj01",10819
"Mike Sweeney",123041,"sweenmi01",634
"Mike McCormick",118598,"mccormi03",1008420
"Blaise Ilsley",116384,"ilslebl01",1006255
"Cory Aldridge",400139,"aldrico01",1405
"Graham Godfrey",453232,"godfrgr01",3128
"Renie Martin",118334,"martire01",1008194
"Tony Ghelfi",114737,"ghelfto01",1004653
"Sean Runyan",132784,"runyase01",1011305
"Drungo Hazewood",115655,"hazewdr01",1005539
"Art James",116472,"jamesar01",1006340
"Joe Mahoney",518977,"mahonjo01",8179
"Bobby Seay",150144,"seaybo01",1225
"Charlie Hayes",115640,"hayesch01",1005525
"Jeff Terpko",123193,"terpkje01",1012921
"Cecilio Guante",115215,"guantce01",1005113
"Dave Wehrmeister",124037,"wehrmda01",1013731
"Mark Lukasiewicz",400081,"lukasma01",21
"Pasqual Coco",277412,"cocopa01",1294
"Jeff Treadway",123451,"treadje01",1013169
"Al Kaline",116822,"kalinal01",1006678
"Brandon Knight",150284,"knighbr01",831
"Jim Walewander",123809,"walewji01",1013506
"Gerry Davis",113108,"davisge03",1003051
"Ken Edenfield",113738,"edenfke01",1003669
"Ron Blomberg",111109,"blombro01",1001081
"Tom Funk",114494,"funkto01",1004408
"Byron Gettis",430656,"gettiby01",2220
"Greg Colbrunn",112461,"colbrgr01",51
"Rob Picciolo",120537,"picciro01",1010307
"Adonis García",611177,"garciad01",13777
"Dan Slania",592753,"slanida01",15639
"James Pazos",572021,"pazosja01",13323
"Domingo Ramos",120908,"ramosdo01",1010677
"Alexei Ramírez",493351,"ramiral03",5133
"Chad Curtis",112963,"curtich01",1002898
"Walker Lockett",621141,"lockewa01",13804
"Zach Phillips",452061,"phillza01",99
"Alberto Gonzalez",471868,"gonzaal03",4906
"Nick Adenhart",444440,"adenhni01",6879
"Dave Parker",120225,"parkeda01",1010000
"Dax Jones",116680,"jonesda05",1006548
"Ron Cook",112630,"cookro02",1002576
"Todd Redmond",445170,"redmoto01",9943
"Kevin Mattison",543503,"mattike01",6635
"Jim Morrison",119408,"morriji01",1009212
"Juan Centeno",518542,"centeju01",7168
"Eric Wilkins",124269,"wilkier01",1013957
"Ty Taubenheim",457458,"taubety01",5561
"Jackson Williams",519425,"willija01",8524
"Tom Tresh",123461,"treshto01",1013179
"Mark Bomback",111185,"bombama01",1001156
"Terry Jorgensen",116767,"jorgete01",1006626
"Doug Davis",113101,"davisdo01",1003047
"Wil Ledezma",425656,"ledezwi01",1669
"Jaycob Brugman",595144,"brugmja01",14936
"Brad Mills",502166,"millsbr02",4420
"Bobby Tolan",123377,"tolanbo01",1013100
"Alexis Gomez",346796,"gomezal01",1501
"Gary Geiger",114685,"geigega01",1004601
"Mike Young",124708,"youngmi01",1014386
"Juan Rivera",407487,"riverju01",843
"Ossie Blanco",111073,"blancos01",1001044
"Edgar Gonzalez",429440,"gonzaed01",1727
"Bruce Chen",136600,"chenbr01",769
"Joe Crawford",112803,"crawfjo01",1002743
"Jim Pagliaroni",120177,"pagliji01",1009958
"Preston Hanna",115427,"hannapr01",1005318
"Jim Pankovits",120203,"pankoji01",1009979
"Mike Capel",111969,"capelmi01",1001925
"Shawn Barton",110649,"bartosh01",1000633
"Jamie Brewington",111448,"brewija01",1001411
"Marlon Byrd",407781,"byrdma01",950
"Mike Christopher",112275,"chrismi02",1002220
"Danny Ardoin",150416,"ardoida01",585
"Mike Gallo",429760,"gallomi01",1759
"Sam Narron",433897,"narrosa02",4516
"Jerry May",118473,"mayje01",1008302
"Marcus Jensen",116534,"jensema01",691
"Jim Smith",122414,"smithji02",1012163
"Jason Windsor",448253,"windsja01",8373
"Cody Martin",592533,"martico01",12182
"McKay Christensen",150316,"chrismc01",1421
"Dave Van Gorder",123645,"vangoda01",1013356
"Keith Foulke",114342,"foulkke01",231
"Gene Krug",117334,"krugge01",1007181
"Billy Smith",122354,"smithbi05",1012097
"Jim Thome",123272,"thomeji01",409
"Pablo Martinez",118375,"martipa03",1008188
"Mike Broadway",458678,"broadmi01",9894
"Abe Alvarez",433877,"alvarab01",6259
"Darryl Scott",121927,"scottda01",1011673
"Cesar Jimenez",462945,"jimence01",3762
"Mandy Romero",121422,"romerma01",1804
"Roy McMillan",118828,"mcmilro01",1008643
"David Nied",119780,"niedda01",1009577
"Matt Anderson",150183,"anderma01",459
"German Gonzalez",114929,"gonzage01",1004834
"Joe Koshansky",459423,"koshajo01",7547
"Mike Myers",119624,"myersmi01",68
"Luis Pujols",120797,"pujollu01",1010564
"Rick Anderson",110251,"anderri02",1000241
"Alex Madrid",118128,"madrial01",1007958
"Ron Hassey",115594,"hassero01",1005479
"Chris Arnold",110331,"arnolch01",1000318
"Chance Adams",664856,"adamsch01",18135
"Dan Boitano",111161,"boitada01",1001132
"Brad Hawpe",425547,"hawpebr01",1885
"Hal McRae",118872,"mcraeha01",1008687
"Mark Gardner",114610,"gardnma01",1004529
"Steve Lombardozzi",117884,"lombast01",1007721
"Cody Ransom",285068,"ransoco01",1126
"Aaron Guiel",408224,"guielaa01",1503
"Derrick White",124163,"whitede04",1013863
"Tommy Murphy",408209,"murphto03",3105
"J. D. Martin",455605,"martijd01",3685
"Kyle Davies",434678,"davieky01",3642
"Carlos Lopez",117917,"lopezca01",1007754
"John Rheinecker",425850,"rheinjo01",2165
"Joe Grahe",115035,"grahejo01",1004939
"Matt Franco",114376,"francma01",1499
"Tommie Aaron",110002,"aaronto01",1000002
"Rod Correia",112698,"correro01",1002638
"Jeff Frye",114464,"fryeje01",1004378
"Juan Castillo",112114,"castiju01",1002063
"Caleb Joseph",543376,"josepca01",7087
"Mike Robertson",121292,"robermi01",1011041
"Orlando Mercado",118957,"mercaor01",1008772
"Antonio Santos",665733,"santoan02",20383
"Chan Perry",334092,"perrych01",1567
"Johnny Paredes",120216,"paredjo01",1009991
"Carney Lansford",117488,"lansfca01",1007331
"Kevin Cameron",452298,"camerke01",3523
"Steve Kline",117157,"klinest02",1164
"Boone Logan",457429,"loganbo02",5525
"Ted Martinez",118383,"martite01",1008199
"Carlos Fisher",457567,"fisheca01",9832
"Rob Belloir",110843,"belloro01",1000819
"Carlos Pena",150289,"penaca01",934
"Aaron Pointer",120645,"pointaa01",1010414
"Rusty Torres",123414,"torreru01",1013137
"Damaso Marte",150122,"marteda01",247
